chi2_boot,V_boot
1452.2456627936615,0.47362399476189987
1371.5122859484356,0.4499634676553772
1324.3081775613712,0.44937491361431764
1512.5536976390706,0.47613201246211917
1483.7791988514848,0.4673968709041809
1493.1866053173744,0.4760803400496085
1360.832443621525,0.451418257483906
1773.4410880449605,0.4975429702696951
1364.6796996608166,0.4486426102036965
1438.9332460751364,0.4738698438528228
1134.774541363688,0.42121183413911584
1433.184656393642,0.46140152047935407
1327.286484244239,0.45153543888833325
1293.7943364943715,0.4395668173687095
1597.5621984091451,0.489328903234766
1457.7337814956325,0.457060432821863
1324.1062877250038,0.4425107654508866
1667.9646738276504,0.478135523881952
1321.661024941028,0.4363326753007989
1471.7296197948278,0.45592917786127507
1713.2240146012923,0.49678076510654695
1363.7355789062167,0.4508878769659309
1591.7204020814345,0.47515886139022
1474.1431301987059,0.47047084111786147
1361.351806057836,0.45750402542570606
1294.3720694143828,0.45091662664034393
1240.8951404043078,0.43964286348694576
1616.0892017999045,0.4737687553895044
1501.821716530318,0.46352226721861456
1674.387628217341,0.495200696654791
1354.9590169466776,0.45044303121545975
1424.0523818768363,0.4617849501696434
1590.9351456814,0.4726343188316538
1579.7052665336237,0.4835520319206038
1508.5427251520773,0.46416004568253044
1362.638185330134,0.45010293621144404
1405.6345831374053,0.46317943908008186
1540.8083146161698,0.4807747514466503
1385.331977376047,0.4594017480202946
1437.877588811193,0.4535470739931871
1266.5844383489302,0.43317679879542986
1334.082910473921,0.44417470977088225
1573.3352697866817,0.4688293503349552
1378.599103279464,0.4527313453029766
1392.3752833160102,0.4501940845109772
1494.670467889596,0.4666422843524653
1436.206689650842,0.4580258878519544
1574.2256335379248,0.4725403856864196
1498.0794032997544,0.4857904327641485
1355.9430856943654,0.44760049218578773
1594.0615105597703,0.48596014324599673
1557.5986877038956,0.47368047288481196
1373.5875883036172,0.4511035995494403
1310.3144181791556,0.44355823364413705
1763.806513622388,0.4982806182791992
1424.4860064421891,0.4516239639534614
1190.346183450625,0.43887657837231464
1563.45895913813,0.4832095625634569
1608.7399437947684,0.46594410184610974
1491.3926800881309,0.4589647956306312
1765.4810688103403,0.5067148107939451
1611.732554025882,0.4978015249525275
1450.3704512274285,0.4520343875431103
1492.2676127399413,0.4770211670035544
1297.0451673125444,0.4360353428181429
1360.301737278051,0.4467379381682007
1478.8588878572666,0.4566453130015104
1541.0731410963335,0.47675667112850756
1662.1642571743862,0.48763894350615955
1614.3417952525572,0.4851756596464921
1456.2925802426482,0.4648992173747124
1488.5799454011199,0.46467621410744336
1333.413274889823,0.46337925516874884
1574.5703787945033,0.47979198386068744
1336.2234913570953,0.4449258766992618
1434.4012873531515,0.4649241914770055
1387.744796982369,0.47023325188959064
1326.9532675922364,0.44717202406537737
1099.405727223579,0.41151885822551054
1360.9718636736714,0.45286773988024603
1355.8679902864133,0.4589160192783612
1336.4314161790558,0.4483610037435868
1740.711462824442,0.4973232503029665
1422.8167551486813,0.45850524744102084
1375.310829952456,0.4600558716508141
1640.1509148211935,0.48989659173272115
1469.1821555383633,0.4709531006352345
1582.2643829309445,0.4656902157512612
1400.6931159791916,0.45716111719543606
1316.3659674861333,0.46607092469483286
1574.6008959980013,0.46060088927043186
1391.4704541658577,0.4662073967620705
1545.1228477493312,0.46915132927964937
1382.5518086344941,0.45097257011154435
1532.6451345841112,0.457203532557789
1398.9098750466535,0.447167228093565
1458.6889622794401,0.4737961145075095
1425.817887364596,0.4620711163733266
1340.0663019210017,0.4508049454761863
1429.3329799217886,0.4772272561733056
1344.2142226131414,0.4474490338163028
1284.0830540676275,0.4466024190834899
1261.7708377295398,0.4427053360405742
1134.4431512256942,0.42214150257652266
1409.5434285561425,0.4730085117117541
1560.695378494539,0.4810611568904961
1468.1912989843183,0.4653465259682567
1589.365228355862,0.4809871624229699
1247.1881027970098,0.44324875113986795
1586.224400982319,0.46267199099650996
1305.8883798900881,0.4363693998426081
1282.5941294423515,0.44345976922206126
1486.5473197783429,0.4663928478490847
1515.1499382101315,0.47739987486905533
1303.9924095364897,0.43340630707773936
1261.4531702973718,0.44983388555169035
1349.6244540136167,0.46022328262519513
1441.1889723322347,0.4649730807761024
1526.040412524351,0.46172901916240805
1490.8407156719657,0.47038137708015604
1549.3714241964644,0.46563569459768467
1433.063744342474,0.46767678229931703
1389.6385247682317,0.4571991532135558
1374.7093767430674,0.4463555119030588
1218.4561014215708,0.4381133474363521
1456.5438755601804,0.4564815172782146
1661.1097090638596,0.48213388173180516
1333.034367855313,0.43934671769739997
1283.8521750149475,0.44614666740829384
1571.2701408006544,0.4737119882534149
1271.1448282691545,0.43668156970463634
1585.1661120323117,0.469801813923064
1399.955536852344,0.44205807959582616
1486.5983977519738,0.45978775303101693
1580.7446598478944,0.4583597440335966
1488.941044003682,0.459366652746856
1405.007804234288,0.45203434611007154
1617.7377591637394,0.48378477468017383
1359.5421722990461,0.45593976148255766
1592.182387722782,0.4848125031704605
1473.5026069738542,0.4764158467050184
1454.4567754282575,0.46153395053540286
1692.9331091138781,0.48189912216023345
1427.6072601087192,0.466145707276476
1524.07533226516,0.47349199036567363
1362.2422833190985,0.454106683173859
1476.5365325405037,0.46832791474661495
1426.0379903218732,0.45441458352024844
1570.5885796600298,0.4696023190525554
1370.9220104900942,0.4693981473967566
1493.680547125229,0.4606851691884047
1473.917481768356,0.45801796438880954
1505.978754196201,0.47005062192988606
1400.0803018291942,0.46418020843384944
1320.8160272031034,0.45064120423839044
1528.6563674167808,0.45604874536823686
1363.755709670857,0.4568553613479396
1592.2566650279427,0.47382958558354377
1288.3477732106705,0.45264766987405275
1420.5369624779726,0.4608007851546035
1396.100842030137,0.46963076519003294
1547.9810786508028,0.4810273445718341
1366.8199428948776,0.46982938909808936
1633.527652655001,0.47811430675514993
1448.2736817181321,0.46238392070516493
1374.4119527643884,0.4590585329792613
1322.5913814318926,0.4536725301552594
1655.9238045665306,0.5013527245634762
1407.9470482945214,0.4544942257245071
1423.294401787082,0.4514350292055298
1636.947486278887,0.48601621215943186
1366.9482615721374,0.4435536257084612
1477.4053802574808,0.46013403225357147
1509.4257824359972,0.47204487384394905
1304.575527620968,0.4433854374190423
1421.573550381906,0.46284063265119396
1366.8942576465488,0.4405120429370084
1413.6187994397578,0.46133533573350977
1449.0450450336489,0.4627120057562038
1341.6803960900122,0.4307798576607934
1296.8982796491223,0.44187916172133923
1556.8942385175392,0.46774761961395
1526.6520099177458,0.48182477208755475
1601.4682891838097,0.48281505453190937
1493.765937345535,0.4579734392602841
1502.5407558645788,0.476269717259653
1459.5333409051052,0.4650023243120094
1632.4290718710258,0.4648669490985365
1164.1897649375512,0.428854561112845
1343.2726338674947,0.45699249266267583
1418.8544166742706,0.466421456693812
1271.9519471906265,0.43179687478214235
1546.1310400130233,0.4620552288662567
1137.801861335314,0.4245705093957428
1413.7515504897033,0.4699251754183717
1440.8139854454969,0.4682968892441231
1590.2221608442017,0.4821707374016617
1343.5504043848684,0.44417429943628706
1572.2810981869466,0.48155982700929817
1612.6396575465317,0.4684087489882953
1561.523613848371,0.47366321481635904
1318.0292149736117,0.4320148364189548
1442.9902178108323,0.4486132697585565
1390.946935094454,0.44704440223655884
1175.8321010741474,0.43078946297107196
1333.3080907964031,0.4482415059750523
1439.6860778604232,0.4676866394787751
1554.2677023406297,0.4701359699631779
1625.9681896216243,0.48003923651840064
1602.153091288004,0.4833405875233224
1787.7037865253978,0.4905822519732898
1280.6759485539856,0.42139731847907064
1386.0602108733196,0.45074943471785267
1365.1483260124892,0.4517278447713592
1282.26256196513,0.44795877890736424
1688.5353656647947,0.49128123960144576
1524.515230962062,0.4676136656457251
1329.919696177905,0.4499145354624379
1739.4819404801417,0.4969358038421878
1542.448731259104,0.47177915860735437
1570.9942773159105,0.47407681197285406
1557.4848135346376,0.47162938612233735
1423.0516000485318,0.4557237336714915
1291.8222399549777,0.4481551181714307
1798.2025040806095,0.5046095231937751
1504.2746246001993,0.47228568680250216
1600.153110439017,0.45988326025587856
1529.9340966083569,0.47356598897251395
1392.5758010923414,0.4552236173895391
1640.7516043911,0.4673514873466434
1821.1524627380727,0.5091187363135817
1184.7578242576626,0.43018667879124795
1333.0276303558785,0.46241953931750945
1756.2495302690013,0.5064944176704397
1466.3622646718381,0.4547118523626278
1480.2332816368964,0.4737951501956704
1488.8992068247583,0.47028442469491755
1628.6776037328418,0.4724709919465181
1393.0324777133796,0.4497115603060549
1450.5783766209886,0.4609181853775614
